Name,Price,Brand,Category,username,Title,Time,Review,Wired,Gaming,Mechanical,Ergonomic,Membrane,Backlit
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,Oma of 4&1,So far am really liking this keyboard.,"Reviewed in the United States on June 18, 2020","
  I do medical record filing and was having some issues with my old keyboard. I liked the looks of this one and felt the reviews gave me a pretty good idea what I was getting.  It is definitely more basic than my previous one, but think that is what is working perfectly for me.  I have only had it for about a week and it did take me a couple days to really get used to the key placement, etc., but I am finding that it has the positive features I was hoping for.  It is compact for a full-size, but the weight helps keep it from sliding around. I feel as though I am entering data more efficiently and not having to go back to correct mistakes because of keyboarding errors.  Will see how things go as I continue with it.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,Cat,Better than I expected,"Reviewed in the United States on April 11, 2020","
  As far as value for the money goes, I was concerned about this keyboard/mouse combination. I bought it for my laptop because I work from home and sitting so close to my computer/hunching over it was killing my back. Most wireless keyboards haven't worked with my MacBook, but this works perfectly. I LOVE the number pad, as well! That was one of the biggest selling points for me. The mouse works excellently as well and can easily be adjusted using the normal system preferences. The keys are a little louder than I'm used to, but not distractingly so. My only two concerns - as a Mac user, I'm used to the command key being right next to the spacebar, but this one has the alt key and then the command key; my other issue is that it takes AA batteries instead of being rechargeable. Neither of these things warrant anything other than a 5-star review for me. It even arrived a day early despite the COVID delivery priority! Very satisfied.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,,Makes doing a lot of typing on my phone so much quicker and easier!,"Reviewed in the United States on May 3, 2020","
  I do a TON of typing on my phone and it's so much more comfortable, quicker and easier to type on a keyboard. This keyboard comes with a little usb plug in and I plugged a usb to usb c connector so that I could hook this keyboard up to my phone. I love that I can use it wirelessly and it's a full sized keyboard. It's thin and lightweight The keys have a comfortable feel to them when typing and it even has a 10key pad. I do wish that the keyboard came with the connector I described. I got it from my memory stick that came with this connector. It has made using my phone to type so much easier and faster and I'm even using it to type this review. As a bonus the keyboard has a nice look to it too.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,Helen R,Great Keyboard,"Reviewed in the United States on May 29, 2020","
  Day one review – very happy with my purchase!  I had previously purchased a name brand basic keyboard that must not have been full size.  Hated it!  Small, slippery glossy plastic keys that would stick and were hard to hit.  This keyboard?  Very quiet and soft touch.  Love the color too!  Off white base and muted turquoise /very dark sea foam-ish colored keys .  The larger keys are showing to be more accurate for my typing style.  Keyboard has a caps lock light, a num lock light and a battery level light…  Love those too!  Had trouble getting that very well attached sticker off the back of the keyboard showing where the dongle was housed.  Finally got it off and there was a sticky residue left behind but it was nothing that an alcohol prep pad (70% isopropyl alcohol) couldn’t handle…  The gripper feet on the bottom really keep this keyboard in place.  Included in the package were 2 generic AAA batteries.  There is “about” an 8 degree slope (rise) from the front to the back which is acceptable. No elevation feet at the back but when shopping for a new keyboard I discovered that fewer and fewer keyboards are being manufactured with that feature.  Too easy to break or always collapsing?
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,TheFamilyDICE,"""Turquoise"" is the same as a Tiffany & Co bag","Reviewed in the United States on April 25, 2020","
  Ordered the ""Turquoise"" and its not quite mint green but not quite turquoise. It looks similar to the color of a Tiffany & Co bag and very pretty. Still matches my stuff but if you're look for more hues of blue this one may lean more towards the greens. Its a very light turquoise.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,Amazon Customer,Love love love these!!!!,"Reviewed in the United States on September 27, 2019","
  I love this keyboard and mouse! So compact I can do other things on my desk. Low keys, exactly what I wanted. The only thing, your mouse goes to sleep, so when I get to work on the morning I just click a button. Other people sit at my desk and assume it's broken, it not. I love these and the color is awesome
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop - (Turqouise)






",$35.99 ,,,Ashley,"Really nice, quiet keyboard and mouse","Reviewed in the United States on January 29, 2020","
  I really like this keyboard and mouse. The mouse clicks so quietly and is very comfortable in my hand. The keyboard does take a little getting used to with some keys, they are in a different spot than my previous, but it's nothing to take stars away. I love the color, it's like a mint green and a few ladies in my office have commented how nice it looks.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Verbatim Slimline Keyboard - Wired with USB Accessibility - Mac & PC Compatible - Black - FFP






",$10.00 ,Verbatim,,Trauts,Inexpensive Keyboard / Mouse with Some Quirks,"Reviewed in the United States on March 31, 2018","
  The price was very good for this combination of keyboard and mouse. The mouse and keyboard both work, but there are some disappointing features. Some keys on the keyboard are located in a strange place. There are ""extra"" keys (Power Sleep and Pause Break) located above the home, end, keys so the Home, End, Page, etc keys are pushed down a row. At first I found myself hitting the Scroll Lock key instead of the Home key, but now I am paying more attention.  The added keys were not necessary and caused a functional issue.  Another reviewer mentioned the backspace key--I should have paid more attention to their gripe. The key is located on the top row and is small like the other keys--I am not used to its location or size and these issues make it difficult to use. One final item is that the NumLock, and Caps have features that light up, but they are difficult to see. It maybe due to the angle I am seeing them, and this would have been a plus except that it doesn't function very well. Other than these issues the keys have a great feel to them, are responsive and provide good feedback.  The mouse is rather small and better suited for a laptop due to its compact size. The slick finish also makes it more difficult to hold. The rubber-coated scroll button feels firm and responds easily.
",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Verbatim Slimline Keyboard - Wired with USB Accessibility - Mac & PC Compatible - Black - FFP






",$10.00 ,Verbatim,,Kelli,"Nice Keyboard, Great Price","Reviewed in the United States on February 26, 2020","I have two desktop computers that are identical, bought at the same exact time, One is mine, and my boyfriend uses the other, We've had them now about 5 years replaced the mice a week ago, and decided to replace the keyboards mine worked fine, however my letters had been wearing off since like the second week of owning it. HIs on the other hand I hated if I had to touch the keyboard all the keys stuck, you'd spend longer trying to get a key to work than what it would take to type out an actual sentence on a working keyboard. The keyboards I replaced were low profile keys, they were flat, supposed to help keep crumbs and such from getting under them. But I wanted to go back to ""Old school"" keyboards ones I knew held up well to his computer game playing, and mad at people online on a game typing (throwing the keyboard down, typing hard etc etc.) Plus I just missed the big chunky keyboard feel.

I saw this keyboard for around $9.99 and got two, I am very pleased with it, I will have to get used to the backspace key being small again and the enter key being huge, but that's how I remember it being on the chunky key keyboards it's just been ages since I used one.

Even though it is a chunky key type keyboard it is not loud there is no mechanical clinking and clanking when I type, Really all I hear is a light clicking and it doesn't annoy me at al;, where as back in the day the loud clanking kind did. This is a regular sized keyboard, it has the Power/sleep/wake keys on it, has the led light above the keypad for when you have cap locks/num locks and or scroll lock on. There are no volume keys for sound, which I am okay with I have no problem using my mouse to turn my volume up on my taskbar, and honestly my last keyboard had it and it annoyed me very much, I'd go to hit my print screen button and hit volume up instead.

The keyboard over all feels durable yet light weight, it has the ""feet"" on the underside to prop it up a bit so you're not using it flat as a pancake, which can cause pain in your hands and wrist.

I wish the plug was a bit longer, but other than that I'm thrilled with the entire keyboard, and the cord is just a minor issue I'm used to a super long cord - probably way too long for a keyboard to be honest -

If you're in need of a decent no fill basic keyboard , this will work for you. and the price isn't bad either!",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Verbatim Slimline Keyboard - Wired with USB Accessibility - Mac & PC Compatible - Black - FFP






",$10.00 ,Verbatim,,ToonXpert87,A great keyboard from an unexpected company for an unexpected price!,"Reviewed in the United States on January 28, 2018","
  Verbatim makes high quality blank CDs and DVDs, and also great keyboards! Our Windows 10 computer's keyboard's buttons were too shallow for my mother's liking, and it was also getting very dirty. Luckily, Verbatim has keyboards with deep keys, but with no volume buttons to adjust the computer's volume. Good thing the volume problem's easily fixable and no new programs and extra money are required! Walmart had a lot of keyboards ranging from $20 to $110, if not more, and neither of us wanted to pay up to $110 or more for one, heck no to that price! Good thing this is a high-quality keyboard with an easy USB hookup, even for Windows 10 computers, and we paid less than $8 for it total! If you need a new keyboard at a good price, look no further than Verbatim, the same company who makes very popular blank discs, especially here on Amazon!
",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Verbatim Slimline Keyboard - Wired with USB Accessibility - Mac & PC Compatible - Black - FFP






",$10.00 ,Verbatim,,William Gustafson,Inexpensive USB Keyboard,"Reviewed in the United States on March 11, 2017","
  Used to connect to a Raspberry Pi. Works fine.
",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"







Verbatim Slimline Keyboard - Wired with USB Accessibility - Mac & PC Compatible - Black - FFP






",$10.00 ,Verbatim,,Ronnie,An aggressively standard keyboard.,"Reviewed in the United States on December 10, 2018","Got this for my computer at work. I haven't touched the mouse because I had an existing one, so this blurb won't cover it.

I actually like this keyboard over the one that came included with a cheapo prebuilt HP. It has adequate spacing between the numpad, arrow keys/page/home/pause keys, and alphabet keys. Dead silent to type on. Has a little bit more key travel compared to generic chiclet keyboards. The keys are a little stiff upon arrival, so you may have to use extra force to register a key press during the first few months of ownership.

Quality is what you'd expect from a $9 keyboard and mouse combo. There's a frighteningly high amount of flex, though it doesn't creak like some much more expensive keyboards. Nice, no frills design which is inoffensive as it is slim. The 3 lights which designate caps lock, scroll lock, and numpad toggle are recessed behind a thin slit. While I appreciate being spared from yet another device shining light directly into my eyes, the lights are hard to spot unless your head is positioned almost over the keyboard. I squirm a lot at my desk at work, so I hardly see the light on unless I hover myself over to the right hand side of the keyboard. This is my biggest gripe with the nine dollar keyboard.

When you inevitably spill your drink on the keyboard, or snap it in half while trying to see which coworker can break it over their knees, you'll take comfort in knowing another aggressively standard keyboard can be had for $9.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"







NPET K10 Gaming Keyboard USB Wired Floating Keyboard, Quiet Ergonomic Water-Resistant Mechanical Feeling Keyboard, Ultra-Slim Rainbow LED Backlit Keyboard for Desktop, Computer, PC






",,NPET,Gaming,Sullman Lantigua,Brillante y chulo.,"Reviewed in the United States on May 16, 2020","
   Se siente muy bien y es chulisimo. Hasta quiero trabajar con uno así. Tengo un hijo feliz con su teclado!
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







NPET K10 Gaming Keyboard USB Wired Floating Keyboard, Quiet Ergonomic Water-Resistant Mechanical Feeling Keyboard, Ultra-Slim Rainbow LED Backlit Keyboard for Desktop, Computer, PC






",,NPET,Gaming,alex,Great for price,"Reviewed in the United States on September 4, 2018","
  Very heavy and sturdy feeling keyboard with mechanical typing feel. The LED lights are impressive and boast three different color settings as well as a mode to cycle through all three... Amazon's picture uploading sucks and doesn't let me choose more than one picture at a time so hopefully I attached the three separate modes with no duplicates.Typing is accurate, responsive and enjoyable.
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







NPET K10 Gaming Keyboard USB Wired Floating Keyboard, Quiet Ergonomic Water-Resistant Mechanical Feeling Keyboard, Ultra-Slim Rainbow LED Backlit Keyboard for Desktop, Computer, PC






",,NPET,Gaming,joker2of5,"Very good, Except for the LEDs","Reviewed in the United States on July 25, 2018","Very good quality keyboard. Very durable, and sturdy feeling material. The key press feels nice, and the actual keys them self, feel very good. The USB wire is braided, which is always nice. The only reason I am rating four stars though is because of the price, if it was anymore, I would rate three; and this is because of the LEDs.

The LEDs give little to no customization, you have 3 lighting settings when using the most basic options. So, the brightness key controls the brightness of the LEDs, and the pulse key controls the rate at which the LEDs pulse. You have three preset LEDs to go through, and that's all you have. The only other customization features, are setting brightness, and you have a pulse option. It doesn't have any software to go along with it, and I haven't been able to find any online. I would rate 3.5 stars if I could. This is just what you get for a 20 dollar keyboard.

Overall, It's a GREAT, Keyboard, and you should buy you are looking for a cheap keyboard.",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"







NPET K10 Gaming Keyboard USB Wired Floating Keyboard, Quiet Ergonomic Water-Resistant Mechanical Feeling Keyboard, Ultra-Slim Rainbow LED Backlit Keyboard for Desktop, Computer, PC






",,NPET,Gaming,L8bloomer,Nice low priced mechanical keyboard.,"Reviewed in the United States on January 12, 2020","
  I built my own gaming computer and since I put so much money into the build itself I was looking for a low priced gaming keyboard. This is exactly that. The RGB is an added plus since it is actually really pretty and you can cycle between color modes. I also love the soft clicking sounds the keys make but I wouldn’t exactly say this is the quietest keyboard (although that doesn’t bother me). Anti ghosting keys was something important to me as well, and this keyboard Does have that. I would totally recommend and even buy again! 5/5 ⭐️
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
